Date,Open,High,Low,Close,Volume
01/12/2003 23:58:00,#N/A,#N/A,#N/A,0.83577,#N/A
02/12/2003 23:58:00,#N/A,#N/A,#N/A,0.8272,#N/A
03/12/2003 23:58:00,#N/A,#N/A,#N/A,0.82488,#N/A
04/12/2003 23:58:00,#N/A,#N/A,#N/A,0.82775,#N/A
05/12/2003 23:58:00,#N/A,#N/A,#N/A,0.82055,#N/A
08/12/2003 23:58:00,#N/A,#N/A,#N/A,0.81833,#N/A
09/12/2003 23:58:00,#N/A,#N/A,#N/A,0.81633,#N/A
10/12/2003 23:58:00,#N/A,#N/A,#N/A,0.82028,#N/A
11/12/2003 23:58:00,#N/A,#N/A,#N/A,0.81806,#N/A
12/12/2003 23:58:00,#N/A,#N/A,#N/A,0.8144,#N/A
15/12/2003 23:58:00,#N/A,#N/A,#N/A,0.81169,#N/A
16/12/2003 23:58:00,#N/A,#N/A,#N/A,0.81156,#N/A
17/12/2003 23:58:00,#N/A,#N/A,#N/A,0.80632,#N/A
18/12/2003 23:58:00,#N/A,#N/A,#N/A,0.80496,#N/A
19/12/2003 23:58:00,#N/A,#N/A,#N/A,0.80743,#N/A
22/12/2003 23:58:00,#N/A,#N/A,#N/A,0.80652,#N/A
23/12/2003 23:58:00,#N/A,#N/A,#N/A,0.80645,#N/A
24/12/2003 23:58:00,#N/A,#N/A,#N/A,0.80302,#N/A
25/12/2003 23:58:00,#N/A,#N/A,#N/A,0.80334,#N/A
26/12/2003 23:58:00,#N/A,#N/A,#N/A,0.80438,#N/A
29/12/2003 23:58:00,#N/A,#N/A,#N/A,0.80103,#N/A
30/12/2003 23:58:00,#N/A,#N/A,#N/A,0.79688,#N/A
31/12/2003 23:58:00,#N/A,#N/A,#N/A,0.79428,#N/A
01/01/2004 23:58:00,#N/A,#N/A,#N/A,0.79479,#N/A
02/01/2004 23:58:00,#N/A,#N/A,#N/A,0.79479,#N/A
05/01/2004 23:58:00,#N/A,#N/A,#N/A,0.78821,#N/A
06/01/2004 23:58:00,#N/A,#N/A,#N/A,0.7861,#N/A
07/01/2004 23:58:00,#N/A,#N/A,#N/A,0.79108,#N/A
08/01/2004 23:58:00,#N/A,#N/A,#N/A,0.78278,#N/A
09/01/2004 23:58:00,#N/A,#N/A,#N/A,0.77767,#N/A
12/01/2004 23:58:00,#N/A,#N/A,#N/A,0.78487,#N/A
13/01/2004 23:58:00,#N/A,#N/A,#N/A,0.78211,#N/A
14/01/2004 23:58:00,#N/A,#N/A,#N/A,0.79045,#N/A
15/01/2004 23:58:00,#N/A,#N/A,#N/A,0.79359,#N/A
16/01/2004 23:58:00,#N/A,#N/A,#N/A,0.80658,#N/A
19/01/2004 23:58:00,#N/A,#N/A,#N/A,0.80945,#N/A
20/01/2004 23:58:00,#N/A,#N/A,#N/A,0.79434,#N/A
21/01/2004 23:58:00,#N/A,#N/A,#N/A,0.78995,#N/A
22/01/2004 23:58:00,#N/A,#N/A,#N/A,0.78585,#N/A
23/01/2004 23:58:00,#N/A,#N/A,#N/A,0.79472,#N/A
26/01/2004 23:58:00,#N/A,#N/A,#N/A,0.80077,#N/A
27/01/2004 23:58:00,#N/A,#N/A,#N/A,0.79133,#N/A
28/01/2004 23:58:00,#N/A,#N/A,#N/A,0.80373,#N/A
29/01/2004 23:58:00,#N/A,#N/A,#N/A,0.8058,#N/A
30/01/2004 23:58:00,#N/A,#N/A,#N/A,0.80205,#N/A
02/02/2004 23:58:00,#N/A,#N/A,#N/A,0.80431,#N/A
03/02/2004 23:58:00,#N/A,#N/A,#N/A,0.79777,#N/A
04/02/2004 23:58:00,#N/A,#N/A,#N/A,0.79745,#N/A
05/02/2004 23:58:00,#N/A,#N/A,#N/A,0.79542,#N/A
06/02/2004 23:58:00,#N/A,#N/A,#N/A,0.7874,#N/A
09/02/2004 23:58:00,#N/A,#N/A,#N/A,0.78777,#N/A
10/02/2004 23:58:00,#N/A,#N/A,#N/A,0.78833,#N/A
11/02/2004 23:58:00,#N/A,#N/A,#N/A,0.77942,#N/A
12/02/2004 23:58:00,#N/A,#N/A,#N/A,0.78015,#N/A
13/02/2004 23:58:00,#N/A,#N/A,#N/A,0.78567,#N/A
16/02/2004 23:58:00,#N/A,#N/A,#N/A,0.78339,#N/A
17/02/2004 23:58:00,#N/A,#N/A,#N/A,0.77773,#N/A
18/02/2004 23:58:00,#N/A,#N/A,#N/A,0.78585,#N/A
19/02/2004 23:58:00,#N/A,#N/A,#N/A,0.78388,#N/A
20/02/2004 23:58:00,#N/A,#N/A,#N/A,0.79732,#N/A
23/02/2004 23:58:00,#N/A,#N/A,#N/A,0.79542,#N/A
24/02/2004 23:58:00,#N/A,#N/A,#N/A,0.78877,#N/A
25/02/2004 23:58:00,#N/A,#N/A,#N/A,0.80019,#N/A
26/02/2004 23:58:00,#N/A,#N/A,#N/A,0.80334,#N/A
27/02/2004 23:58:00,#N/A,#N/A,#N/A,0.80038,#N/A
01/03/2004 23:58:00,#N/A,#N/A,#N/A,0.80334,#N/A
02/03/2004 23:58:00,#N/A,#N/A,#N/A,0.8194,#N/A
03/03/2004 23:58:00,#N/A,#N/A,#N/A,0.82028,#N/A
04/03/2004 23:58:00,#N/A,#N/A,#N/A,0.8192,#N/A
05/03/2004 23:58:00,#N/A,#N/A,#N/A,0.80854,#N/A
08/03/2004 23:58:00,#N/A,#N/A,#N/A,0.80476,#N/A
09/03/2004 23:58:00,#N/A,#N/A,#N/A,0.81175,#N/A
10/03/2004 23:58:00,#N/A,#N/A,#N/A,0.81753,#N/A
11/03/2004 23:58:00,#N/A,#N/A,#N/A,0.80965,#N/A
12/03/2004 23:58:00,#N/A,#N/A,#N/A,0.81806,#N/A
15/03/2004 23:58:00,#N/A,#N/A,#N/A,0.81486,#N/A
16/03/2004 23:58:00,#N/A,#N/A,#N/A,0.81559,#N/A
17/03/2004 23:58:00,#N/A,#N/A,#N/A,0.81786,#N/A
18/03/2004 23:58:00,#N/A,#N/A,#N/A,0.80717,#N/A
19/03/2004 23:58:00,#N/A,#N/A,#N/A,0.81506,#N/A
22/03/2004 23:58:00,#N/A,#N/A,#N/A,0.80998,#N/A
23/03/2004 23:58:00,#N/A,#N/A,#N/A,0.81004,#N/A
24/03/2004 23:58:00,#N/A,#N/A,#N/A,0.82379,#N/A
25/03/2004 23:58:00,#N/A,#N/A,#N/A,0.82393,#N/A
26/03/2004 23:58:00,#N/A,#N/A,#N/A,0.82461,#N/A
29/03/2004 23:58:00,#N/A,#N/A,#N/A,0.82196,#N/A
30/03/2004 23:58:00,#N/A,#N/A,#N/A,0.82068,#N/A
31/03/2004 23:58:00,#N/A,#N/A,#N/A,0.81215,#N/A
01/04/2004 23:58:00,#N/A,#N/A,#N/A,0.80873,#N/A
02/04/2004 23:58:00,#N/A,#N/A,#N/A,0.82447,#N/A
05/04/2004 23:58:00,#N/A,#N/A,#N/A,0.83243,#N/A
06/04/2004 23:58:00,#N/A,#N/A,#N/A,0.82433,#N/A
07/04/2004 23:58:00,#N/A,#N/A,#N/A,0.82196,#N/A
08/04/2004 23:58:00,#N/A,#N/A,#N/A,0.82802,#N/A
09/04/2004 23:58:00,#N/A,#N/A,#N/A,0.8274,#N/A
12/04/2004 23:58:00,#N/A,#N/A,#N/A,0.82829,#N/A
13/04/2004 23:58:00,#N/A,#N/A,#N/A,0.83766,#N/A
14/04/2004 23:58:00,#N/A,#N/A,#N/A,0.83703,#N/A
